/* DATA DESCRIPTION:
Citation:	Holbourn, A et al. (2015): Miocene stable isotope record of benthic foraminifera from IODP Site 321-U1337. doi:10.1594/PANGAEA.839740, 
	In Supplement to: Holbourn, Ann; Kuhnt, Wolfgang; Kochhann, Karlos GD; Andersen, Nils; Meier, KJ Sebastian (2015): Global perturbation of the carbon cycle at the onset of the Miocene Climatic Optimum. Geology, 43(2), 123-126, doi:10.1130/G36317.1
Project(s):	Integrated Ocean Drilling Program / International Ocean Discovery Program (IODP) (URI: http://www.iodp.org/)
Coverage:	LATITUDE: 3.833000 * LONGITUDE: -123.206000
	MINIMUM DEPTH, sediment/rock: 298.130 m * MAXIMUM DEPTH, sediment/rock: 404.930 m
Event(s):	321-U1337 * LATITUDE: 3.833000 * LONGITUDE: -123.206000 * ELEVATION: -4476.0 m * CAMPAIGN: Exp321 (Pacific Equatorial Age Transect II / Juan de Fuca) (URI: doi:10.2204/iodp.proc.320321.2010) * BASIS: Joides Resolution (URI: http://www-odp.tamu.edu/resolutn.html) * DEVICE: Composite Core (COMPCORE)
Comment:	DEPTH, sediment/rock is given in mbsf.
Parameter(s):	Sample code/label (Label) * PI: Holbourn, Ann (eMail: ah@gpi.uni-kiel.de) * METHOD: ODP sample designation (URI: hdl:10013/epic.27914.d001)
	DEPTH, sediment/rock [m] (Depth) * GEOCODE
	Depth, top/min [m] (Depth top) * PI: Holbourn, Ann (eMail: ah@gpi.uni-kiel.de) * COMMENT: mbsf
	Depth, bottom/max [m] (Depth bot) * PI: Holbourn, Ann (eMail: ah@gpi.uni-kiel.de) * COMMENT: mbsf
	Depth, composite top [mcd] (Depth c top) * PI: Holbourn, Ann (eMail: ah@gpi.uni-kiel.de)
	AGE [ka BP] (Age) * GEOCODE
	Foraminifera, benthic d13C [per mil PDB] (Foram bent d13C) * PI: Holbourn, Ann (eMail: ah@gpi.uni-kiel.de) * COMMENT: vs. VPDB
	Foraminifera, benthic d18O [per mil PDB] (Foram bent d18O) * PI: Holbourn, Ann (eMail: ah@gpi.uni-kiel.de) * COMMENT: vs. VPDB
License:	Creative Commons Attribution 3.0 Unported (CC-BY)
Size:	6348 data points
*/
Label	Depth [m]	Depth top [m]	Depth bot [m]	Depth c top [mcd]	Age [ka BP]	Foram bent d13C [per mil PDB]	Foram bent d18O [per mil PDB]
321-U1337D-40X-3,72-74	356.530	356.52	356.54	391.56	17743	0.660	1.430
321-U1337D-40X-3,82-84	356.630	356.62	356.64	391.66	17751	0.540	1.350
321-U1337D-40X-3,92-94	356.730	356.72	356.74	391.76	17759	0.540	1.420
321-U1337D-40X-3,102-104	356.830	356.82	356.84	391.86	17767	0.540	1.550
321-U1337D-40X-3,112-114	356.930	356.92	356.94	391.96	17775	0.530	1.680
321-U1337D-40X-3,122-124	357.030	357.02	357.04	392.06	17782	0.210	1.360
321-U1337D-40X-3,132-134	357.130	357.12	357.14	392.16	17790	0.610	1.520
321-U1337D-40X-3,142-144	357.230	357.22	357.24	392.26	17798	0.640	1.450
321-U1337D-40X-4,2-4	357.330	357.32	357.34	392.36	17806	0.360	1.160
321-U1337D-40X-4,12-14	357.430	357.42	357.44	392.46	17814	0.540	1.430
321-U1337D-40X-4,22-24	357.530	357.52	357.54	392.56	17822	0.790	1.680
321-U1337D-40X-4,32-34	357.630	357.62	357.64	392.66	17829	0.480	1.480
321-U1337D-40X-4,42-44	357.730	357.72	357.74	392.76	17837	0.610	1.530
321-U1337D-40X-4,52-54	357.830	357.82	357.84	392.86	17845	0.780	1.470
321-U1337D-40X-4,62-64	357.930	357.92	357.94	392.96	17853	0.830	1.430
321-U1337D-40X-4,72-74	358.030	358.02	358.04	393.06	17861	0.750	1.390
321-U1337D-40X-4,82-84	358.130	358.12	358.14	393.16	17868	0.620	1.560
321-U1337D-40X-4,92-94	358.230	358.22	358.24	393.26	17876	0.470	1.790
321-U1337D-40X-4,102-104	358.330	358.32	358.34	393.36	17884	0.440	2.000
321-U1337D-40X-4,112-114	358.430	358.42	358.44	393.46	17891	0.580	1.920
321-U1337D-40X-4,122-124	358.530	358.52	358.54	393.56	17897	0.660	2.070
321-U1337D-40X-4,132-134	358.630	358.62	358.64	393.66	17904	0.620	1.510
321-U1337D-40X-4,142-144	358.730	358.72	358.74	393.76	17911	0.550	1.530
321-U1337D-40X-5,2-4	358.830	358.82	358.84	393.86	17917	0.680	1.710
321-U1337D-40X-5,12-14	358.930	358.92	358.94	393.96	17924	0.530	1.750
321-U1337D-40X-5,22-24	359.030	359.02	359.04	394.06	17931	0.440	1.570
321-U1337D-40X-5,32-34	359.130	359.12	359.14	394.16	17937	0.510	1.680
321-U1337D-40X-5,42-44	359.230	359.22	359.24	394.26	17944	0.460	1.520
321-U1337D-40X-5,52-54	359.330	359.32	359.34	394.36	17950	0.660	1.640
321-U1337D-40X-5,62-64	359.430	359.42	359.44	394.46	17957	0.440	1.420
321-U1337D-40X-5,72-74	359.530	359.52	359.54	394.56	17964	0.380	1.530
321-U1337D-40X-5,82-84	359.630	359.62	359.64	394.66	17970	0.430	1.530
321-U1337D-40X-5,92-94	359.730	359.72	359.74	394.76	17977	0.510	1.340
321-U1337D-40X-5,102-104	359.830	359.82	359.84	394.86	17984	0.330	1.270
321-U1337D-40X-5,112-114	359.930	359.92	359.94	394.96	17991	0.300	1.440
321-U1337D-40X-5,122-124	360.030	360.02	360.04	395.06	17997	0.400	1.800
321-U1337D-40X-5,132-134	360.130	360.12	360.14	395.16	18004	0.520	1.940
321-U1337D-40X-5,142-144	360.230	360.22	360.24	395.26	18011	0.610	1.800
321-U1337D-40X-6,2-4	360.330	360.32	360.34	395.36	18018	0.610	1.630
321-U1337D-40X-6,12-14	360.430	360.42	360.44	395.46	18025	0.710	1.660
321-U1337C-24X-2,112-114	358.230	358.22	358.24	395.55	18031	0.310	1.227
321-U1337C-24X-2,122-124	358.330	358.32	358.34	395.65	18038	0.438	1.614
321-U1337C-24X-2,132-134	358.430	358.42	358.44	395.75	18044	0.461	1.432
321-U1337C-24X-2,142-144	358.530	358.52	358.54	395.85	18051	0.313	1.166
321-U1337C-24X-3,2-4	358.630	358.62	358.64	395.95	18058	0.301	1.056
321-U1337C-24X-3,12-14	358.730	358.72	358.74	396.05	18065	0.513	1.366
321-U1337C-24X-3,22-24	358.830	358.82	358.84	396.15	18072	0.520	1.429
321-U1337C-24X-3,32-34	358.930	358.92	358.94	396.25	18079	0.062	1.386
321-U1337C-24X-3,42-44	359.030	359.02	359.04	396.35	18087	0.375	1.683
321-U1337C-24X-3,52-54	359.130	359.12	359.14	396.45	18094	0.568	1.712
321-U1337C-24X-3,62-64	359.230	359.22	359.24	396.55	18101	0.680	1.702
321-U1337C-24X-3,72-74	359.330	359.32	359.34	396.65	18108	0.441	1.442
321-U1337C-24X-3,82-84	359.430	359.42	359.44	396.75	18115	0.418	1.387
321-U1337C-24X-3,92-94	359.530	359.52	359.54	396.85	18122	0.689	1.593
321-U1337C-24X-3,102-104	359.630	359.62	359.64	396.95	18129	0.579	1.704
321-U1337C-24X-3,112-114	359.730	359.72	359.74	397.05	18136	0.616	1.777
321-U1337C-24X-3,122-124	359.830	359.82	359.84	397.15	18144	0.574	1.754
321-U1337C-24X-3,132-134	359.930	359.92	359.94	397.25	18151	0.590	1.760
321-U1337C-24X-3,142-144	360.030	360.02	360.04	397.35	18157	0.749	1.435
321-U1337C-24X-4,2-4	360.130	360.12	360.14	397.45	18163	0.579	1.705
321-U1337C-24X-4,12-14	360.230	360.22	360.24	397.55	18170	0.702	1.708
321-U1337C-24X-4,22-24	360.330	360.32	360.34	397.65	18176	0.593	1.590
321-U1337C-24X-4,32-34	360.430	360.42	360.44	397.75	18183	0.486	1.567
321-U1337C-24X-4,42-44	360.530	360.52	360.54	397.85	18189	0.390	1.510
321-U1337C-24X-4,52-54	360.630	360.62	360.64	397.95	18195	0.464	1.705
321-U1337C-24X-4,62-64	360.730	360.72	360.74	398.05	18202	0.454	1.703
321-U1337C-24X-4,72-74	360.830	360.82	360.84	398.15	18208	0.582	1.722
321-U1337C-24X-4,82-84	360.930	360.92	360.94	398.25	18215	0.482	1.369
321-U1337C-24X-4,92-94	361.030	361.02	361.04	398.35	18221	0.453	1.065
321-U1337C-24X-4,102-104	361.130	361.12	361.14	398.45	18228	0.688	1.370
321-U1337C-24X-4,112-114	361.230	361.22	361.24	398.55	18234	0.502	1.178
321-U1337C-24X-4,122-124	361.330	361.32	361.34	398.65	18241	0.318	1.446
321-U1337C-24X-4,132-134	361.430	361.42	361.44	398.75	18247	0.337	1.547
321-U1337C-24X-4,142-144	361.530	361.52	361.54	398.85	18253	0.618	1.262
321-U1337C-24X-5,2-4	361.630	361.62	361.64	398.95	18260	0.686	1.754
321-U1337C-24X-5,12-14	361.730	361.72	361.74	399.05	18266	0.663	1.737
321-U1337C-24X-5,22-24	361.830	361.82	361.84	399.15	18273	0.692	1.650
321-U1337C-24X-5,32-34	361.930	361.92	361.94	399.25	18279	0.825	1.997
321-U1337C-24X-5,42-44	362.030	362.02	362.04	399.35	18286	0.657	1.696
321-U1337C-24X-5,52-54	362.130	362.12	362.14	399.45	18292	0.607	1.691
321-U1337C-24X-5,62-64	362.230	362.22	362.24	399.55	18299	0.653	1.751
321-U1337C-24X-5,72-74	362.330	362.32	362.34	399.65	18305	0.736	1.600
321-U1337C-24X-5,82-84	362.430	362.42	362.44	399.75	18311	0.733	1.798
321-U1337C-24X-5,92-94	362.530	362.52	362.54	399.85	18318	0.575	1.491
321-U1337C-24X-5,102-104	362.630	362.62	362.64	399.95	18324	0.739	1.347
321-U1337C-24X-5,112-114	362.730	362.72	362.74	400.05	18331	0.543	1.485
321-U1337A-40X-1,22-24	367.030	367.02	367.04	400.12	18335	0.317	1.752
321-U1337A-40X-1,42-44	367.230	367.22	367.24	400.32	18348	0.293	1.953
321-U1337A-40X-1,62-64	367.430	367.42	367.44	400.52	18359	0.711	1.720
321-U1337A-40X-1,74-76	367.550	367.54	367.56	400.64	18366	0.632	1.835
321-U1337A-40X-1,80-82	367.610	367.60	367.62	400.70	18369	0.564	1.961
321-U1337A-40X-1,88-90	367.690	367.68	367.70	400.78	18374	0.471	1.820
321-U1337A-40X-1,95-97	367.760	367.75	367.77	400.85	18378	0.658	1.750
321-U1337A-40X-1,102-104	367.830	367.82	367.84	400.92	18382	0.690	1.754
321-U1337A-40X-1,109-111	367.900	367.89	367.91	400.99	18386	0.500	1.686
321-U1337A-40X-1,119-121	368.000	367.99	368.01	401.09	18392	0.510	2.103
321-U1337A-40X-1,130-132	368.110	368.10	368.12	401.20	18398	0.449	1.908
321-U1337A-40X-1,137-139	368.180	368.17	368.19	401.27	18402	0.670	1.818
321-U1337A-40X-2,2-4	368.330	368.32	368.34	401.42	18411	0.237	1.609
321-U1337A-40X-2,12-14	368.430	368.42	368.44	401.52	18417	0.322	1.651
321-U1337A-40X-2,22-24	368.530	368.52	368.54	401.62	18422	0.399	1.750
321-U1337A-40X-2,32-34	368.630	368.62	368.64	401.72	18428	0.335	1.522
321-U1337A-40X-2,42-44	368.730	368.72	368.74	401.82	18434	0.459	1.350
321-U1337A-40X-2,52-54	368.830	368.82	368.84	401.92	18440	0.472	1.730
321-U1337A-40X-2,62-64	368.930	368.92	368.94	402.02	18446	0.542	1.600
321-U1337A-40X-2,72-74	369.030	369.02	369.04	402.12	18452	0.210	1.530
321-U1337A-40X-2,82-84	369.130	369.12	369.14	402.22	18458	0.621	2.017
321-U1337A-40X-2,92-94	369.230	369.22	369.24	402.32	18464	0.630	1.980
321-U1337A-40X-2,102-104	369.330	369.32	369.34	402.42	18470	0.514	1.730
321-U1337A-40X-2,112-114	369.430	369.42	369.44	402.52	18476	0.604	1.647
321-U1337A-40X-2,122-124	369.530	369.52	369.54	402.62	18481	0.559	1.909
321-U1337A-40X-2,132-134	369.630	369.62	369.64	402.72	18487	0.493	1.935
321-U1337A-40X-2,142-144	369.730	369.72	369.74	402.82	18493	0.788	1.907
321-U1337A-40X-3,2-4	369.830	369.82	369.84	402.92	18499	0.681	1.461
321-U1337A-40X-3,12-14	369.930	369.92	369.94	403.02	18505	0.488	1.715
321-U1337A-40X-3,22-24	370.030	370.02	370.04	403.12	18511	0.491	1.819
321-U1337A-40X-3,32-34	370.130	370.12	370.14	403.22	18517	0.449	1.731
321-U1337A-40X-3,42-44	370.230	370.22	370.24	403.32	18523	0.709	1.326
321-U1337A-40X-3,52-54	370.330	370.32	370.34	403.42	18528	0.555	1.562
321-U1337A-40X-3,62-64	370.430	370.42	370.44	403.52	18533	0.272	1.530
321-U1337A-40X-3,72-74	370.530	370.52	370.54	403.62	18538	0.525	1.657
321-U1337A-40X-3,82-84	370.630	370.62	370.64	403.72	18542	0.575	1.574
321-U1337A-40X-3,92-94	370.730	370.72	370.74	403.82	18547	0.610	1.562
321-U1337A-40X-3,102-104	370.830	370.82	370.84	403.92	18552	0.843	1.739
321-U1337A-40X-3,112-114	370.930	370.92	370.94	404.02	18557	0.796	1.777
321-U1337A-40X-3,122-124	371.030	371.02	371.04	404.12	18562	0.573	1.747
321-U1337A-40X-3,132-134	371.130	371.12	371.14	404.22	18567	0.659	1.889
321-U1337A-40X-3,138-140	371.190	371.18	371.20	404.28	18570	0.609	1.639
321-U1337A-40X-4,2-4	371.330	371.32	371.34	404.42	18576	0.609	1.612
321-U1337A-40X-4,12-14	371.430	371.42	371.44	404.52	18581	0.569	1.587
321-U1337A-40X-4,22-24	371.530	371.52	371.54	404.62	18586	0.569	1.432
321-U1337A-40X-4,32-34	371.630	371.62	371.64	404.72	18591	0.167	1.485
321-U1337A-40X-4,42-44	371.730	371.72	371.74	404.82	18596	0.219	1.393
321-U1337A-40X-4,52-54	371.830	371.82	371.84	404.92	18601	0.597	1.783
321-U1337A-40X-4,62-64	371.930	371.92	371.94	405.02	18605	0.619	1.801
321-U1337A-40X-4,72-74	372.030	372.02	372.04	405.12	18610	0.676	1.771
321-U1337A-40X-4,82-84	372.130	372.12	372.14	405.22	18615	0.712	1.649
321-U1337A-40X-4,92-94	372.230	372.22	372.24	405.32	18620	0.760	1.790
321-U1337A-40X-4,102-104	372.330	372.32	372.34	405.42	18625	0.773	1.756
321-U1337A-40X-4,112-114	372.430	372.42	372.44	405.52	18630	0.680	1.849
321-U1337A-40X-4,122-124	372.530	372.52	372.54	405.62	18635	0.590	1.830
321-U1337A-40X-4,132-134	372.630	372.62	372.64	405.72	18639	0.550	1.540
321-U1337A-40X-4,142-144	372.730	372.72	372.74	405.82	18644	0.419	1.653
321-U1337A-40X-5,2-4	372.830	372.82	372.84	405.92	18649	0.631	1.776
321-U1337A-40X-5,12-14	372.930	372.92	372.94	406.02	18654	0.799	1.731
321-U1337A-40X-5,22-24	373.030	373.02	373.04	406.12	18659	0.495	1.492
321-U1337A-40X-5,32-34	373.130	373.12	373.14	406.22	18664	0.559	1.504
321-U1337A-40X-5,42-44	373.230	373.22	373.24	406.32	18669	0.535	1.618
321-U1337A-40X-5,52-54	373.330	373.32	373.34	406.42	18673	0.505	1.692
321-U1337C-25X-3,22-24	368.430	368.42	368.44	406.44	18674	0.386	1.247
321-U1337C-25X-3,32-34	368.530	368.52	368.54	406.54	18679	0.437	1.356
321-U1337C-25X-3,42-44	368.630	368.62	368.64	406.64	18684	0.538	1.936
321-U1337C-25X-3,52-54	368.730	368.72	368.74	406.74	18689	0.587	1.717
321-U1337C-25X-3,62-64	368.830	368.82	368.84	406.84	18694	0.564	1.716
321-U1337C-25X-3,72-74	368.930	368.92	368.94	406.94	18699	0.350	1.787
321-U1337C-25X-3,82-84	369.030	369.02	369.04	407.04	18703	0.544	1.793
321-U1337C-25X-3,92-94	369.130	369.12	369.14	407.14	18708	0.550	1.748
321-U1337C-25X-3,102-104	369.230	369.22	369.24	407.24	18713	0.541	1.328
321-U1337C-25X-3,112-114	369.330	369.32	369.34	407.34	18718	0.638	1.203
321-U1337C-25X-3,122-124	369.430	369.42	369.44	407.44	18724	0.428	1.264
321-U1337C-25X-3,132-134	369.530	369.52	369.54	407.54	18730	0.366	1.310
321-U1337C-25X-3,142-144	369.630	369.62	369.64	407.64	18736	0.399	1.652
321-U1337C-25X-4,2-4	369.730	369.72	369.74	407.74	18742	0.396	1.117
321-U1337C-25X-4,12-14	369.830	369.82	369.84	407.84	18748	0.476	1.917
321-U1337C-25X-4,22-24	369.930	369.92	369.94	407.94	18754	0.374	1.390
321-U1337C-25X-4,32-34	370.030	370.02	370.04	408.04	18760	0.439	1.344
321-U1337C-25X-4,42-44	370.130	370.12	370.14	408.14	18766	0.308	1.392
321-U1337C-25X-4,52-54	370.230	370.22	370.24	408.24	18772	0.320	1.490
321-U1337C-25X-4,62-64	370.330	370.32	370.34	408.34	18778	0.072	1.269
321-U1337C-25X-4,72-74	370.430	370.42	370.44	408.44	18784	0.266	1.480
321-U1337C-25X-4,82-84	370.530	370.52	370.54	408.54	18790	0.561	1.581
321-U1337C-25X-4,92-94	370.630	370.62	370.64	408.64	18796	0.448	1.259
321-U1337C-25X-4,102-104	370.730	370.72	370.74	408.74	18802	0.652	1.353
321-U1337C-25X-4,112-114	370.830	370.82	370.84	408.84	18808	0.497	1.532
321-U1337C-25X-4,122-124	370.930	370.92	370.94	408.94	18814	0.461	1.586
321-U1337C-25X-4,132-134	371.030	371.02	371.04	409.04	18819	0.470	1.377
321-U1337C-25X-4,142-144	371.130	371.12	371.14	409.14	18825	0.520	1.488
321-U1337C-25X-5,2-4	371.230	371.22	371.24	409.24	18831	0.486	1.226
321-U1337C-25X-5,12-14	371.330	371.32	371.34	409.34	18837	0.580	1.435
321-U1337C-25X-5,22-24	371.430	371.42	371.44	409.44	18842	0.542	1.588
321-U1337C-25X-5,32-34	371.530	371.52	371.54	409.54	18847	0.643	2.005
321-U1337C-25X-5,42-44	371.630	371.62	371.64	409.64	18853	0.442	1.622
321-U1337C-25X-5,52-54	371.730	371.72	371.74	409.74	18858	0.750	1.643
321-U1337C-25X-5,62-64	371.830	371.82	371.84	409.84	18863	0.658	1.403
321-U1337C-25X-5,72-74	371.930	371.92	371.94	409.94	18868	0.490	1.424
321-U1337C-25X-5,82-84	372.030	372.02	372.04	410.04	18874	0.429	1.696
321-U1337C-25X-5,92-94	372.130	372.12	372.14	410.14	18879	0.634	1.764
321-U1337A-41X-1,22-24	376.630	376.62	376.64	410.22	18883	0.742	1.854
321-U1337A-41X-1,32-34	376.730	376.72	376.74	410.32	18888	0.701	1.814
321-U1337A-41X-1,42-44	376.830	376.82	376.84	410.42	18894	0.709	1.798
321-U1337A-41X-1,52-54	376.930	376.92	376.94	410.52	18899	0.726	1.785
321-U1337A-41X-1,62-64	377.030	377.02	377.04	410.62	18904	0.664	1.752
321-U1337A-41X-1,72-74	377.130	377.12	377.14	410.72	18909	0.880	1.620
321-U1337A-41X-1,82-84	377.230	377.22	377.24	410.82	18915	0.713	1.637
321-U1337A-41X-1,92-94	377.330	377.32	377.34	410.92	18920	0.832	1.656
321-U1337A-41X-1,102-104	377.430	377.42	377.44	411.02	18925	0.641	1.635
321-U1337A-41X-1,112-114	377.530	377.52	377.54	411.12	18930	0.838	1.787
321-U1337A-41X-1,122-124	377.630	377.62	377.64	411.22	18936	0.602	1.702
321-U1337A-41X-1,132-134	377.730	377.72	377.74	411.32	18941	0.762	1.867
321-U1337A-41X-1,142-144	377.830	377.82	377.84	411.42	18946	0.577	1.768
321-U1337A-41X-2,2-4	377.930	377.92	377.94	411.52	18951	0.741	1.779
321-U1337A-41X-2,12-14	378.030	378.02	378.04	411.62	18957	0.710	1.726
321-U1337A-41X-2,22-24	378.130	378.12	378.14	411.72	18962	0.770	1.616
321-U1337A-41X-2,32-34	378.230	378.22	378.24	411.82	18967	0.812	1.667
321-U1337A-41X-2,42-44	378.330	378.32	378.34	411.92	18972	0.781	1.520
321-U1337A-41X-2,52-54	378.430	378.42	378.44	412.02	18978	0.712	1.492
321-U1337A-41X-2,62-64	378.530	378.52	378.54	412.12	18983	0.624	1.388
321-U1337A-41X-2,72-74	378.630	378.62	378.64	412.22	18988	0.670	1.566
321-U1337A-41X-2,82-84	378.730	378.72	378.74	412.32	18993	0.780	1.760
321-U1337A-41X-2,92-94	378.830	378.82	378.84	412.42	18999	0.788	1.838
321-U1337A-41X-2,102-104	378.930	378.92	378.94	412.52	19004	0.880	1.930
321-U1337A-41X-2,112-114	379.030	379.02	379.04	412.62	19009	0.676	1.757
321-U1337A-41X-2,122-124	379.130	379.12	379.14	412.72	19014	0.817	1.931
321-U1337A-41X-2,132-134	379.230	379.22	379.24	412.82	19020	0.793	1.766
321-U1337A-41X-2,142-144	379.330	379.32	379.34	412.92	19025	0.820	1.671
321-U1337A-41X-3,2-4	379.430	379.42	379.44	413.02	19030	0.747	1.619
321-U1337A-41X-3,12-14	379.530	379.52	379.54	413.12	19035	0.714	1.430
321-U1337A-41X-3,22-24	379.630	379.62	379.64	413.22	19039	0.676	1.590
321-U1337A-41X-3,32-34	379.730	379.72	379.74	413.32	19043	0.670	1.670
321-U1337A-41X-3,42-44	379.830	379.82	379.84	413.42	19046	0.581	1.731
321-U1337A-41X-3,52-54	379.930	379.92	379.94	413.52	19050	0.479	1.879
321-U1337A-41X-3,62-64	380.030	380.02	380.04	413.62	19054	0.663	1.879
321-U1337A-41X-3,72-74	380.130	380.12	380.14	413.72	19057	0.602	2.131
321-U1337A-41X-3,82-84	380.230	380.22	380.24	413.82	19061	0.799	2.101
321-U1337A-41X-3,92-94	380.330	380.32	380.34	413.92	19065	0.787	2.096
321-U1337A-41X-3,102-104	380.430	380.42	380.44	414.02	19068	0.763	1.762
321-U1337A-41X-3,112-114	380.530	380.52	380.54	414.12	19072	0.600	1.802
321-U1337A-41X-3,122-124	380.630	380.62	380.64	414.22	19076	0.674	1.670
321-U1337A-41X-3,132-134	380.730	380.72	380.74	414.32	19079	0.693	1.792
321-U1337A-41X-3,138-140	380.790	380.78	380.80	414.38	19082	0.579	1.793
321-U1337C-26X-1,22-24	374.930	374.92	374.94	414.46	19085	0.727	1.810
321-U1337C-26X-1,32-34	375.030	375.02	375.04	414.56	19088	0.781	1.677
321-U1337C-26X-1,42-44	375.130	375.12	375.14	414.66	19092	0.901	1.759
321-U1337C-26X-1,52-54	375.230	375.22	375.24	414.76	19096	0.865	1.681
321-U1337C-26X-1,62-64	375.330	375.32	375.34	414.86	19099	0.837	1.668
321-U1337C-26X-1,72-74	375.430	375.42	375.44	414.96	19103	0.626	1.604
321-U1337C-26X-1,82-84	375.530	375.52	375.54	415.06	19107	0.545	1.608
321-U1337C-26X-1,92-94	375.630	375.62	375.64	415.16	19110	0.480	1.584
321-U1337C-26X-1,102-104	375.730	375.72	375.74	415.26	19114	0.466	1.540
321-U1337C-26X-1,112-114	375.830	375.82	375.84	415.36	19118	0.620	2.075
321-U1337C-26X-1,122-124	375.930	375.92	375.94	415.46	19121	0.600	1.832
321-U1337C-26X-1,132-134	376.030	376.02	376.04	415.56	19125	0.757	1.673
321-U1337C-26X-1,142-144	376.130	376.12	376.14	415.66	19129	0.759	1.714
321-U1337C-26X-2,2-4	376.230	376.22	376.24	415.76	19132	0.735	1.636
321-U1337C-26X-2,12-14	376.330	376.32	376.34	415.86	19136	0.726	1.631
321-U1337C-26X-2,22-24	376.430	376.42	376.44	415.96	19140	0.865	1.537
321-U1337C-26X-2,32-34	376.530	376.52	376.54	416.06	19143	0.856	1.432
321-U1337C-26X-2,42-44	376.630	376.62	376.64	416.16	19147	0.810	1.655
321-U1337C-26X-2,52-54	376.730	376.72	376.74	416.26	19151	0.713	1.566
321-U1337C-26X-2,62-64	376.830	376.82	376.84	416.36	19154	0.647	1.572
321-U1337C-26X-2,72-74	376.930	376.92	376.94	416.46	19158	0.424	1.386
321-U1337C-26X-2,82-84	377.030	377.02	377.04	416.56	19162	0.436	1.747
321-U1337C-26X-2,92-94	377.130	377.12	377.14	416.66	19166	0.422	1.753
321-U1337C-26X-2,102-104	377.230	377.22	377.24	416.76	19170	0.503	2.066
321-U1337C-26X-2,112-114	377.330	377.32	377.34	416.86	19174	0.605	1.517
321-U1337C-26X-2,122-124	377.430	377.42	377.44	416.96	19178	0.640	1.843
321-U1337C-26X-2,132-134	377.530	377.52	377.54	417.06	19182	0.833	1.476
321-U1337C-26X-2,142-144	377.630	377.62	377.64	417.16	19186	0.616	1.764
321-U1337C-26X-3,2-4	377.730	377.72	377.74	417.26	19190	0.732	1.545
321-U1337C-26X-3,12-14	377.830	377.82	377.84	417.36	19193	0.702	1.608
321-U1337C-26X-3,22-24	377.930	377.92	377.94	417.46	19197	0.673	1.528
321-U1337C-26X-3,32-34	378.030	378.02	378.04	417.56	19201	0.723	1.491
321-U1337C-26X-3,42-44	378.130	378.12	378.14	417.66	19205	0.778	1.647
321-U1337C-26X-3,52-54	378.230	378.22	378.24	417.76	19209	0.619	1.737
321-U1337C-26X-3,62-64	378.330	378.32	378.34	417.86	19213	0.543	1.754
321-U1337C-26X-3,72-74	378.430	378.42	378.44	417.96	19217	0.590	1.971
321-U1337C-26X-3,82-84	378.530	378.52	378.54	418.06	19221	0.490	1.905
321-U1337C-26X-3,92-94	378.630	378.62	378.64	418.16	19225	0.545	1.935
321-U1337C-26X-3,102-104	378.730	378.72	378.74	418.26	19229	0.485	1.818
321-U1337C-26X-3,112-114	378.830	378.82	378.84	418.36	19233	0.522	1.085
321-U1337C-26X-3,122-124	378.930	378.92	378.94	418.46	19237	0.610	1.668
321-U1337C-26X-3,132-134	379.030	379.02	379.04	418.56	19241	0.554	1.289
321-U1337C-26X-3,142-144	379.130	379.12	379.14	418.66	19245	0.673	1.453
321-U1337C-26X-4,2-4	379.230	379.22	379.24	418.76	19249	0.593	1.683
321-U1337C-26X-4,12-14	379.330	379.32	379.34	418.86	19253	0.723	1.667
321-U1337C-26X-4,22-24	379.430	379.42	379.44	418.96	19257	0.651	1.694
321-U1337C-26X-4,32-34	379.530	379.52	379.54	419.06	19261	0.676	1.644
321-U1337C-26X-4,42-44	379.630	379.62	379.64	419.16	19265	0.481	1.640
321-U1337C-26X-4,52-54	379.730	379.72	379.74	419.26	19269	0.737	1.639
321-U1337C-26X-4,62-64	379.830	379.82	379.84	419.36	19273	0.775	1.807
321-U1337C-26X-4,72-74	379.930	379.92	379.94	419.46	19277	0.734	1.513
321-U1337C-26X-4,82-84	380.030	380.02	380.04	419.56	19281	0.845	1.472
321-U1337C-26X-4,92-94	380.130	380.12	380.14	419.66	19285	0.828	1.610
321-U1337C-26X-4,102-104	380.230	380.22	380.24	419.76	19289	0.815	1.636
321-U1337C-26X-4,112-114	380.330	380.32	380.34	419.86	19293	0.585	1.495
321-U1337C-26X-4,122-124	380.430	380.42	380.44	419.96	19297	0.703	1.552
321-U1337C-26X-4,132-134	380.530	380.52	380.54	420.06	19301	0.688	1.610
321-U1337C-26X-4,142-144	380.630	380.62	380.64	420.16	19305	0.860	1.743
321-U1337C-26X-5,2-4	380.730	380.72	380.74	420.26	19309	0.916	1.863
321-U1337C-26X-5,12-14	380.830	380.82	380.84	420.36	19313	1.146	1.729
321-U1337C-26X-5,22-24	380.930	380.92	380.94	420.46	19318	0.916	1.434
321-U1337C-26X-5,32-34	381.030	381.02	381.04	420.56	19322	1.058	1.536
321-U1337C-26X-5,42-44	381.130	381.12	381.14	420.66	19326	1.037	1.679
321-U1337C-26X-5,52-54	381.230	381.22	381.24	420.76	19330	0.928	1.476
321-U1337C-26X-5,62-64	381.330	381.32	381.34	420.86	19334	0.929	1.802
321-U1337C-26X-5,72-74	381.430	381.42	381.44	420.96	19338	1.041	1.785
321-U1337C-26X-5,82-84	381.530	381.52	381.54	421.06	19342	0.882	1.828
321-U1337C-26X-5,92-94	381.630	381.62	381.64	421.16	19346	0.909	1.875
